ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
14500
ITEM: BOX BOUNDS pp pp pp
1.4167176983576013e-01 5.9685577888725931e+01
1.4167176983576013e-01 5.9685577888725931e+01
1.4167176983576013e-01 5.9685577888725931e+01
ITEM: ATOMS id type c_voro[1] c_voro[2]
1 1       7.4645469298       9.0000000000
2 1       7.9301126528       9.0000000000
3 1       7.3587875223       8.0000000000
4 1       7.2204354233       9.0000000000
5 1       7.5185458502       8.0000000000
6 1       7.1404017442       9.0000000000
7 1       7.4843319163       9.0000000000
8 1       6.9864048365       8.0000000000
9 1       7.6374840386      10.0000000000
10 1       7.7152901386      10.0000000000
11 1       7.5603714420       8.0000000000
12 1       7.0649806890       8.0000000000
13 1       7.7424259437      10.0000000000
14 1       7.2675681776       8.0000000000
15 1       7.5205671041       9.0000000000
16 1       7.6088724266      10.0000000000
17 1       7.3953251363       8.0000000000
18 1       7.9453711943       9.0000000000
19 1       7.2197068168       8.0000000000
20 1       6.7900948988       9.0000000000
21 1       6.8441003628       9.0000000000
22 1       7.3827951988       9.0000000000
23 1       7.6585207127      12.0000000000
24 1       7.6825706872       9.0000000000
25 1       7.2756613455       8.0000000000
26 1       6.8897456944       9.0000000000
27 1       7.5595944102       8.0000000000
28 1       7.1478923859      10.0000000000
29 1       7.3026972882       8.0000000000
30 1       7.6537180272      10.0000000000
31 1       7.2958985702      11.0000000000
32 1       6.9362596408       9.0000000000
33 1       7.6468211607       9.0000000000
34 1       7.2589819336       7.0000000000
35 1       7.2371686975      11.0000000000
36 1       7.0009374767      10.0000000000
37 1       7.1640282797       7.0000000000
38 1       7.1967233341      12.0000000000
39 1       7.6893630754      11.0000000000
40 1       7.4040261486      10.0000000000
41 1       7.1233308177       8.0000000000
42 1       7.6363377958       9.0000000000
43 1       7.9060125016      11.0000000000
44 1       7.4247751363       9.0000000000
45 1       7.5327711449       8.0000000000
46 1       7.4519775462      10.0000000000
47 1       7.2851463809      10.0000000000
48 1       6.7853630867       8.0000000000
49 1       7.2644628164      14.0000000000
50 1       7.5737419201       9.0000000000
51 1       7.3565715363       8.0000000000
52 1       7.6982845789       9.0000000000
53 1       6.9434315255       7.0000000000
54 1       6.8157532946       8.0000000000
55 1       7.0608683236       7.0000000000
56 1       7.2985020121       8.0000000000
57 1       7.0792169214       8.0000000000
58 1       7.3734932929      10.0000000000
59 1       7.1263635052       7.0000000000
60 1       7.2003990814      10.0000000000
61 1       6.9276423888       8.0000000000
62 1       7.4007809236       8.0000000000
63 1       7.1811575461      10.0000000000
64 1       7.0438283220       8.0000000000
65 1       6.6883092799       8.0000000000
66 1       7.7578291573      12.0000000000
67 1       7.5328983423       9.0000000000
68 1       7.3714120066       8.0000000000
69 1       7.1507660896      10.0000000000
70 1       7.3025474114       8.0000000000
71 1       7.4249519138       8.0000000000
72 1       7.2593299937       8.0000000000
73 1       7.7118087564       9.0000000000
74 1       7.1953253498      10.0000000000
75 1       7.6479252694       8.0000000000
76 1       7.2147038935      10.0000000000
77 1       7.2713526938      11.0000000000
78 1       7.0547390314       8.0000000000
79 1       7.2062805940       8.0000000000
80 1       7.2725068608       9.0000000000
81 1       7.5754408545      10.0000000000
82 1       7.0258175327       8.0000000000
83 1       7.2374616028       9.0000000000
84 1       7.3773129097       7.0000000000
85 1       7.4208361225       8.0000000000
86 1       7.1773192161       8.0000000000
87 1       7.2770025109      10.0000000000
88 1       7.0069291133       8.0000000000
89 1       7.5735842071       8.0000000000
90 1       7.1478909414       9.0000000000
91 1       7.1265638973       8.0000000000
92 1       7.4355895990      13.0000000000
93 1       7.1508569600       8.0000000000
94 1       7.4806893863       9.0000000000
95 1       7.1631303151       7.0000000000
96 1       7.3176621205      11.0000000000
97 1       6.8569364900       9.0000000000
98 1       7.0636429196       9.0000000000
99 1       7.4858869502       9.0000000000
100 1       7.7707661264       9.0000000000
101 1       7.8480223459      11.0000000000
102 1       7.7494263457       8.0000000000
103 1       7.2221050667       8.0000000000
104 1       8.0895073928       9.0000000000
105 1       7.0466466937       8.0000000000
106 1       7.6430852748       8.0000000000
107 1       7.2111476631       9.0000000000
108 1       7.4646646257       9.0000000000
109 1       7.1207895751      11.0000000000
110 1       7.5311872624       9.0000000000
111 1       7.1584814060       9.0000000000
112 1       7.1537191615      11.0000000000
113 1       7.0426950667       7.0000000000
114 1       7.5281647524      10.0000000000
115 1       7.2506009372       9.0000000000
116 1       7.2292190409       9.0000000000
117 1       7.6456192913      11.0000000000
118 1       7.5504400221       8.0000000000
119 1       7.3268871809      11.0000000000
120 1       6.9902371105       8.0000000000
121 1       7.5449183105       9.0000000000
122 1       7.6887831864       7.0000000000
123 1       7.1474077752       9.0000000000
124 1       7.0058627556       7.0000000000
125 1       7.1430678484       8.0000000000
126 1       7.2297843357       9.0000000000
127 1       7.2152050103       8.0000000000
128 1       6.8359958298       9.0000000000
129 1       7.5916424998      10.0000000000
130 1       7.5929009876      10.0000000000
131 1       7.1254642186       9.0000000000
132 1       7.3156818929       8.0000000000
133 1       6.8420249942       7.0000000000
134 1       6.9484398231      11.0000000000
135 1       7.6689359610      10.0000000000
136 1       7.4320522612       9.0000000000
137 1       7.1530415330       8.0000000000
138 1       6.8651187908       7.0000000000
139 1       7.2829493572      11.0000000000
140 1       7.0576021897       9.0000000000
141 1       7.6708812906      10.0000000000
142 1       6.9621347732       8.0000000000
143 1       7.2170839029      10.0000000000
144 1       7.4697946204       9.0000000000
145 1       7.7693597619      12.0000000000
146 1       6.9545833346       7.0000000000
147 1       7.2834546946      11.0000000000
148 1       7.2187444653       7.0000000000
149 1       7.7159848018       7.0000000000
150 1       7.5096261675       9.0000000000
151 1       7.1141329046      10.0000000000
152 1       7.2299668370       7.0000000000
153 1       7.0604014089      11.0000000000
154 1       7.4214410174      10.0000000000
155 1       7.0668366322       9.0000000000
156 1       7.2134901774       9.0000000000
157 1       7.2465357857       8.0000000000
158 1       6.9375193832       9.0000000000
159 1       7.5963685815      11.0000000000
160 1       7.3127942536      10.0000000000
161 1       7.5798560089       9.0000000000
162 1       7.2279543987       7.0000000000
163 1       6.6837417464       7.0000000000
164 1       7.5645649980       9.0000000000
165 1       7.2808031930      10.0000000000
166 1       6.8069253731      10.0000000000
167 1       7.8763651451       8.0000000000
168 1       7.6267041717       9.0000000000
169 1       7.7512224397      11.0000000000
170 1       7.6570196322       8.0000000000
171 1       6.9357751216       7.0000000000
172 1       7.2332037143       8.0000000000
173 1       7.0229631884       9.0000000000
174 1       7.8004669585       8.0000000000
175 1       6.9066971525       7.0000000000
176 1       7.0931625426       9.0000000000
177 1       7.3628725035      11.0000000000
178 1       7.5109402237       7.0000000000
179 1       7.0946807956       8.0000000000
180 1       6.5227921468       8.0000000000
181 1       7.1022019925       8.0000000000
182 1       6.9768717141       8.0000000000
183 1       7.2364668666      10.0000000000
184 1       7.2186331253       7.0000000000
185 1       7.7566553651       8.0000000000
186 1       7.3921753344       9.0000000000
187 1       7.2690619631       9.0000000000
188 1       7.3714204531       9.0000000000
189 1       6.6547367554       9.0000000000
190 1       7.1127532351       8.0000000000
191 1       7.7670164360      11.0000000000
192 1       7.3800434100       9.0000000000
193 1       7.7065157175       9.0000000000
194 1       7.1749928440       8.0000000000
195 1       7.3220577927       8.0000000000
196 1       7.1826410125       9.0000000000
197 1       7.4252597995       8.0000000000
198 1       6.9703461131       8.0000000000
199 1       7.3139617516      10.0000000000
200 1       7.3755681121       9.0000000000
201 1       7.4693597593       9.0000000000
202 1       6.9671693000       9.0000000000
203 1       7.3091825660      11.0000000000
204 1       6.8948582225       8.0000000000
205 1       7.4056649643       8.0000000000
206 1       7.2941538685      11.0000000000
207 1       8.2500842615       8.0000000000
208 1       7.4531509811       9.0000000000
209 1       7.6024416960       9.0000000000
210 1       7.2906124599       8.0000000000
211 1       7.5848938322       9.0000000000
212 1       7.2823918598       9.0000000000
213 1       7.4210685280       9.0000000000
214 1       7.3923606794       8.0000000000
