ITEM: TIMESTEP
0
ITEM: NUMBER OF ENTRIES
235696
ITEM: BOX BOUNDS pp pp pp
4.2111098372341260e-01 5.9253427892359881e+01
4.2111098372341260e-01 5.9253427892359881e+01
4.2111098372341260e-01 5.9253427892359881e+01
ITEM: ENTRIES c_voro[1] c_voro[2] c_voro[3]
   5433.0000000000    5344.0000000000       0.5676378996 
   5433.0000000000    5060.0000000000       2.9353877330 
   5433.0000000000     320.0000000000       7.3399072941 
   5433.0000000000   13553.0000000000       0.5521082646 
   5433.0000000000   11013.0000000000       1.2855116121 
   5433.0000000000   12448.0000000000       0.8010985317 
   5433.0000000000   10462.0000000000       3.2096235447 
   5433.0000000000    3760.0000000000       2.0698508265 
   5433.0000000000   11069.0000000000       1.1796085307 
   5433.0000000000      70.0000000000       6.0286943785 
   5433.0000000000    3816.0000000000       3.5054097028 
   5433.0000000000    3113.0000000000       0.0058475295 
   5433.0000000000    5821.0000000000       1.8203416802 
   5433.0000000000    2163.0000000000       0.4177935224 
   5433.0000000000    8081.0000000000       1.7481479904 
   5433.0000000000    5826.0000000000       0.4466634059 
   5433.0000000000   11342.0000000000       2.6127692400 
   5433.0000000000    5654.0000000000       0.3179692324 
   5433.0000000000   12866.0000000000       0.4713375314 
   5433.0000000000   11904.0000000000       0.1107730041 
    320.0000000000    5344.0000000000       6.6116036095 
    320.0000000000    5433.0000000000       7.3399072941 
    320.0000000000    5060.0000000000       0.3267907554 
    320.0000000000    3110.0000000000       0.0006102176 
    320.0000000000   10462.0000000000       0.4263932528 
    320.0000000000   11013.0000000000       5.5511141179 
    320.0000000000    5826.0000000000       0.1676997993 
    320.0000000000   11342.0000000000       6.1223002396 
    320.0000000000   13553.0000000000       0.0133279049 
   4035.0000000000   13401.0000000000       4.2097256091 
   4035.0000000000    4414.0000000000       1.3101901814 
   4035.0000000000     270.0000000000       6.8873598150 
   4035.0000000000   13280.0000000000       6.4090605459 
   4035.0000000000    5239.0000000000       0.0237045399 
   4035.0000000000   14358.0000000000       6.5538959990 
   4035.0000000000   12607.0000000000       6.1670357905 
   4035.0000000000   11836.0000000000       0.1367718906 
   4035.0000000000    5826.0000000000       1.9927261380 
   4035.0000000000    9244.0000000000       0.0181957924 
   4035.0000000000    3783.0000000000       0.1744292437 
   4035.0000000000    7448.0000000000       2.9016937874 
   4035.0000000000    5414.0000000000       0.0067300102 
   7154.0000000000   13969.0000000000       6.2691268233 
   7154.0000000000   13401.0000000000       3.8725965000 
   7154.0000000000    6327.0000000000       0.6749980283 
   7154.0000000000   14181.0000000000       1.2401392615 
   7154.0000000000   12607.0000000000       3.4158945099 
   7154.0000000000   12921.0000000000       3.8920309282 
   7154.0000000000    1648.0000000000       7.3201262332 
   7154.0000000000   11836.0000000000       0.6323685098 
   7154.0000000000    7359.0000000000       0.0588697434 
   7154.0000000000    5934.0000000000       0.8658448122 
   7154.0000000000    5159.0000000000       1.5264964979 
   7154.0000000000    4413.0000000000       0.8363862262 
   7154.0000000000    5292.0000000000       0.7732172036 
   7154.0000000000    4288.0000000000       1.0277518122 
  13401.0000000000   10797.0000000000       0.7666827170 
  13401.0000000000   11836.0000000000       6.1466088857 
  13401.0000000000    5159.0000000000       2.5419344359 
  13401.0000000000    6327.0000000000       5.9311712145 
  13401.0000000000    7154.0000000000       3.8725965000 
  13401.0000000000    5654.0000000000       1.1985566678 
  13401.0000000000   10262.0000000000       4.3620498262 
  13401.0000000000      26.0000000000       0.3163123385 
  13401.0000000000    4414.0000000000       2.0315927916 
  13401.0000000000    6684.0000000000       0.3992984843 
  13401.0000000000   14181.0000000000       0.0015238332 
  13401.0000000000   13280.0000000000       1.8821209170 
  13401.0000000000   13969.0000000000       0.5647655122 
  13401.0000000000    4035.0000000000       4.2097256091 
  13401.0000000000     270.0000000000       0.1120921471 
  13401.0000000000     522.0000000000       0.4111964028 
  13401.0000000000   12607.0000000000       3.3471856034 
  12607.0000000000   14181.0000000000       1.3617055248 
  12607.0000000000   11836.0000000000       0.5507009722 
  12607.0000000000   13925.0000000000       0.0047998194 
  12607.0000000000    5239.0000000000       1.4483665220 
  12607.0000000000   14358.0000000000       2.7218375006 
  12607.0000000000    4035.0000000000       6.1670357905 
  12607.0000000000    4413.0000000000       5.6687947150 
  12607.0000000000    7154.0000000000       3.4158945099 
  12607.0000000000   12921.0000000000       1.8913589394 
  12607.0000000000    3933.0000000000       1.5865838042 
  12607.0000000000    4101.0000000000       0.2840546819 
  12607.0000000000   13401.0000000000       3.3471856034 
  12607.0000000000    1043.0000000000       0.0017284719 
  12607.0000000000    3754.0000000000       6.1127425218 
  12607.0000000000   12468.0000000000       0.0364342054 
  12607.0000000000    7448.0000000000       0.9452359728 
  12607.0000000000    5414.0000000000       0.2045986166 
  12607.0000000000    7534.0000000000       0.1327490412 
  12607.0000000000    2709.0000000000       0.0782253520 
  12607.0000000000   13280.0000000000       0.2760716648 
  12607.0000000000   13969.0000000000       2.3597199306 
  12921.0000000000    3754.0000000000       4.6616960270 
  12921.0000000000   12607.0000000000       1.8913589394 
  12921.0000000000    4413.0000000000       5.9303997462 
  12921.0000000000    7154.0000000000       3.8920309282 
  12921.0000000000     208.0000000000       0.2194831906 
  12921.0000000000    4373.0000000000       3.4493109698 
